CAPSCUOLA;CODICEISTITUTORIFERIMENTO;CODICESCUOLA;DENOMINAZIONEISTITUTORIFERIMENTO;DENOMINAZIONESCUOLA;DESCRIZIONECOMUNE;DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA;INDIRIZZOEMAILSCUOLA;INDIRIZZOSCUOLA;PROVINCIA;REGIONE;SITOWEBSCUOLA; LONGITUDINE; LATITUDINE
36026;VIIC814001;VIMM814012;IC A. PALLADIO - POIANA;A. PALLADIO   - POIANA M. -;POIANA MAGGIORE;SCUOLA PRIMO GRADO;VIIC814001@istruzione.it;VIA D. ALIGHIERI 4;VICENZA;VENETO;icspojana.gov.it;11.5035489;45.2906257
35019;PDIC860009;PDMM86001A;DI TOMBOLO;TOMBOLO M. POLO;TOMBOLO;SCUOLA PRIMO GRADO;PDIC860009@istruzione.it;VIA SANT'ANDREA APOSTOLO 7;PADOVA;VENETO;www.ictombolo.it;11.8807663;45.1419726
35127;PDIC88500N;PDEE88501Q;X IC DI PADOVA STEFANINI;I. NIEVO - PD;PADOVA;SCUOLA PRIMARIA;PDIC88500N@istruzione.it;VIA VECCHIA 1;PADOVA;VENETO;www.10icpadova.gov.it;11.9004531;45.3805593
35020;PDIC825002;PDEE825014;ISTITUTO COMPRENSIVO  LEGNARO;LEGNARO;LEGNARO;SCUOLA PRIMARIA;PDIC825002@istruzione.it;VIALE DELLO SPORT 2;PADOVA;VENETO;istitutocomprensivolegnaro.it;11.95846;45.30961
31033;TVIS018005;TVTA018011;IS SARTOR;ITA(S.C.I.S.SARTORC.FRANCO;CASTELFRANCO VENETO;ISTITUTO TECNICO AGRARIO;TVIS018005@istruzione.it;VIA POSTIOMA 17;TREVISO;VENETO;www.istitutoagrariosartor.it;11.89483;45.68311
31050;TVIC875005;TVEE87505B;IC RONCADE;G. MARCONI;MONASTIER DI TREVISO;SCUOLA PRIMARIA;TVIC875005@istruzione.it;VIA PRALONGO;TREVISO;VENETO;www.icroncade.it;12.4607897;45.6490783
31029;TVIC854004;TVEE85405A;IC VITTORIO VENETO 2 A.ZANZOTTO;MARCO POLO;VITTORIO VENETO;SCUOLA PRIMARIA;TVIC854004@istruzione.it;PIAZZA ZANETTE 11;TREVISO;VENETO;www.icvittorioveneto2.gov.it;12.2386347;45.65474
37063;VRIS01200T;VRIS01200T;STEFANI - BENTEGODI;STEFANI - BENTEGODI;ISOLA DELLA SCALA;ISTITUTO SUPERIORE;VRIS01200T@istruzione.it;VIA RIMEMBRANZA 53;VERONA;VENETO;Non Disponibile;11.0043308;45.2681781
37010;VRIC814009;VREE81402C;IC SONA;PALAZZOLO S.GIOVANNI BOSCO;SONA;SCUOLA PRIMARIA;VRIC814009@istruzione.it;VIA CASTELLO;VERONA;VENETO;www.icsona.gov.it;10.7646091;45.5495946
45026;ROIC81700X;ROEE817012;LENDINARA;BACCARI F. - LENDINARA;LENDINARA;SCUOLA PRIMARIA;ROIC81700X@istruzione.it;VIA S. FRANCESCO 2;ROVIGO;VENETO;www.icslendinara.gov.it;11.5996002;45.0862985
30020;VEIC82900B;VEAA829018;EDMONDO DE AMICIS;SCUOLA MATERNA ARCOBALENO;ERACLEA;SCUOLA INFANZIA;VEIC82900B@istruzione.it;VIA MAZZINI N. 33;VENEZIA;VENETO;www.deamicis-eraclea.it;12.7964154;45.6567298
36077;VIIC82300Q;VIMM82301R;IC ALTAVILLA VICENTINA- MARCONI;SCUOLA MEDIA STATALE MARCONI;ALTAVILLA VICENTINA;SCUOLA PRIMO GRADO;VIIC82300Q@istruzione.it;PIAZZA DELLA LIBERTA' 21;VICENZA;VENETO;WWW.SCUOLEALTAVILLA.IT;11.46529;45.512583
36010;VIIC80900D;VIEE80904P;IC REZZARA CARRE';IC CARRE' -ZANE'-CA'CASTELLE;ZANE';SCUOLA PRIMARIA;VIIC80900D@istruzione.it;VIA C. COLOMBO 3;VICENZA;VENETO;icscarre.gov.it;11.5741;45.602947
36015;VIIS00900N;VIPM009015;IS    MARTINI SCHIO;LICEO SCIENZE UMANE  MARTINI;SCHIO;ISTITUTO MAGISTRALE;VIIS00900N@istruzione.it;VIA PETITTI DI RORETO;VICENZA;VENETO;www.martini-schio.it;11.3550583;45.7154288
30020;VEIC82900B;VEEE82901D;EDMONDO DE AMICIS;EDMONDO DE AMICIS-CAP.;ERACLEA;SCUOLA PRIMARIA;VEIC82900B@istruzione.it;VIA SEPULCRI 8;VENEZIA;VENETO;www.deamicis-eraclea.it;12.6703839;45.5787708
30026;VEIC85800B;VEEE85803G;I.C. GIOVANNI PASCOLI;MARCO POLO;PORTOGRUARO;SCUOLA PRIMARIA;VEIC85800B@istruzione.it;VIA LIVENZA N. 3;VENEZIA;VENETO;www.icpascoliportogruaro.it;12.8328314;45.7719537
35128;PDMM25500L;PDMM25500L;CPIA DI PADOVA;CPIA DI PADOVA;PADOVA;SCUOLA PRIMO GRADO;PDMM25500L@istruzione.it;VIA DORIGHELLO 16;PADOVA;VENETO;www.educandatosanbenedetto.it;11.9011179;45.3987118
32025;BLIC83200V;BLAA83201Q;IC  SEDICO;FRAZ. BOLAGO;SEDICO;SCUOLA INFANZIA;BLIC83200V@istruzione.it;VIA BOLAGO 30;BELLUNO;VENETO;www.istitutocomprensivosedico-sospirolo.gov.it;12.1606;46.15139
31015;TVIS00800E;TVTA00801A;IS CERLETTI;ITAAA CONEGLIANO (ISISS CERLETTI);CONEGLIANO;ISTITUTO TECNICO AGRARIO;TVIS00800E@istruzione.it;VIA XXVIII APRILE 20;TREVISO;VENETO;isisscerletticonegliano.gov.it;12.28532;45.87672
36075;VIIC876008;VIAA876037;IC ANNA FRANK- MONTECCHIO M.1;IC MONTECCHIO M.1 - SAN URBANO;MONTECCHIO MAGGIORE;SCUOLA INFANZIA;VIIC876008@istruzione.it;VIA CENTRO;VICENZA;VENETO;www.ic1montecchio.gov.it;11.3732796;45.6355744
36030;VIIC81600L;VIEE81601P;IC COSTABISSARA  UNGARETTI;IC COSTABISSARA - CAPOLUOGO;COSTABISSARA;SCUOLA PRIMARIA;VIIC81600L@istruzione.it;VIA DANTE 7;VICENZA;VENETO;www.iccostabissara.gov.it;11.5265013;45.7471539
36010;VIIC850004;VIIC850004;I.C.S. DON BOSCO;I.C.S. DON BOSCO;MONTICELLO CONTE OTTO;ISTITUTO COMPRENSIVO;VIIC850004@istruzione.it;VIA A. VIVALDI 2;VICENZA;VENETO;Non Disponibile;11.4462079;45.7308065
35010;PDIC840004;PDEE840049;I.C.  S. G/PERTICHE-S.G./COLLE;SANTA GIUSTINA IN COLLE- A.MORO;SANTA GIUSTINA IN COLLE;SCUOLA PRIMARIA;PDIC840004@istruzione.it;PIAZZA DEI MARTIRI 15;PADOVA;VENETO;Non Disponibile;11.9059766;45.5632455
35010;PDIC83500L;PDIC83500L;I.C.  SAN PIETRO IN GU';I.C.  SAN PIETRO IN GU';SAN PIETRO IN GU;ISTITUTO COMPRENSIVO;PDIC83500L@istruzione.it;VIA ASILO 29;PADOVA;VENETO;Non Disponibile;11.66687;45.61445
31048;TVIC832007;TVMM832029;IC SAN BIAGIO DI CALLALTA;SMS MARTINI S.BIAGIO DI C.(I.C.;SAN BIAGIO DI CALLALTA;SCUOLA PRIMO GRADO;TVIC832007@istruzione.it;VIA 2 GIUGNO 43;TREVISO;VENETO;www.icsanbiagio.gov.it;12.38073;45.68651
31020;TVIC876001;TVEE876035;IC VILLORBA E POVEGLIANO;G. MARCONI;VILLORBA;SCUOLA PRIMARIA;TVIC876001@istruzione.it;VIA POSTIOMA 54B;TREVISO;VENETO;www.icvillorbapovegliano.it;12.2655898;45.736347
37056;VRIC87100D;VRMM87101E;IC SALIZZOLE;SALIZZOLE - TOMASO DA VICO;SALIZZOLE;SCUOLA PRIMO GRADO;VRIC87100D@istruzione.it;PIAZZA     CASTELLO            5;VERONA;VENETO;www.icsalizzole.it;11.0846185;45.242655
37030;VRIC860003;VREE860059;IC TREGNAGO - BADIA CALAVENA;S. BORTOLO   EDERLE C.;SELVA DI PROGNO;SCUOLA PRIMARIA;VRIC860003@istruzione.it;P.ZZA V.VENETO 44;VERONA;VENETO;www.ictregnago.gov.it;11.178277;45.6055081
36100;VIIC86700D;VIEE86701G;IC VICENZA  8;IV VICENZA 8 - S. AGOSTINO;VICENZA;SCUOLA PRIMARIA;VIIC86700D@istruzione.it;VIALE S.AGOSTINO;VICENZA;VENETO;comprensivo8vicenza.it;11.5171958;45.526089
45026;ROIC81700X;ROAA81702T;LENDINARA;VIA GARIBALDI - LENDINARA;LENDINARA;SCUOLA INFANZIA;ROIC81700X@istruzione.it;VIA GARIBALDI;ROVIGO;VENETO;www.icslendinara.gov.it;11.5965942;45.0839446
35020;PDIC89400C;PDMM89404L;NICOLO' TOMMASEO;TERRASSA PAD.-SEZ. DI CONSELVE;TERRASSA PADOVANA;SCUOLA PRIMO GRADO;PDIC89400C@istruzione.it;VIA MADONNA 6;PADOVA;VENETO;http://www.ictommaseo.gov.it/;11.9075879;45.2462502
31010;TVIC86000B;TVMM86002D;IC SAN POLO  L.LUZZATTI;SMS CIMADOLMO (IC S.POLO);CIMADOLMO;SCUOLA PRIMO GRADO;TVIC86000B@istruzione.it;VIA G.B. LOVADINA 2;TREVISO;VENETO;www.icsanpolodipiave.gov.it;12.33066;45.79479
37020;VRIC85000C;VRAA850019;IC S.AMBROGIO V.P;MONTE;SANT'AMBROGIO DI VALPOLICELLA;SCUOLA INFANZIA;VRIC85000C@istruzione.it;VIA VALLE;VERONA;VENETO;www.icsantambrogio.it;10.9472003;45.5745658
37069;VRIS011002;VRTD01153Q;ETTORE BOLISANI;ETTORE BOLISANI - VILLAFRANCA  SERALE;VILLAFRANCA DI VERONA;ISTITUTO TECNICO COMMERCIALE;VRIS011002@istruzione.it;VIA MARSALA 18;VERONA;VENETO;www.istitutobolisani.it;10.8378264;45.3568405
45100;ROIC82100G;ROIC82100G;ROVIGO 2;ROVIGO 2;ROVIGO;ISTITUTO COMPRENSIVO;ROIC82100G@istruzione.it;VIA F. CORRIDONI 40;ROVIGO;VENETO;Non Disponibile;11.7967982;45.069046
36060;VIIC884007;VIEE88403B;ISTITUTO COMPRENSIVO  MAROSTICA;S.D. SAVIO;SCHIAVON;SCUOLA PRIMARIA;VIIC884007@istruzione.it;P.ZZA RISORGIMENTO 6;VICENZA;VENETO;www.icmarostica.gov.it;11.758646;45.775877
32040;BLIC810002;BLMM810035;IC AURONZO DI CADORE;G. CADORIN LORENZAGO;LORENZAGO DI CADORE;SCUOLA PRIMO GRADO;BLIC810002@istruzione.it;VIALE DELLA VITTORIA 181;BELLUNO;VENETO;www.istitutocomprensivoauronzo.gov.it;12.45749;46.4781
35012;PDIC89200R;PDIC89200R;I.C. CAMPOSAMPIERO -  PARINI;I.C. CAMPOSAMPIERO -  PARINI;CAMPOSAMPIERO;ISTITUTO COMPRENSIVO;PDIC89200R@istruzione.it;VIA FILIPETTO 12;PADOVA;VENETO;Non Disponibile;11.9303905;45.5686484
31030;TVIC86500E;TVEE86505R;IC CRESPANO DEL GRAPPA;GENERALE GIARDINO - SEMONZO;BORSO DEL GRAPPA;SCUOLA PRIMARIA;TVIC86500E@istruzione.it;VIA CHIESA N. 13;TREVISO;VENETO;www.iccrespano.gov.it;11.7740069;45.807133
35035;PDIC85200A;PDEE85201C;DI MESTRINO;MESTRINO-DON BOSCO;MESTRINO;SCUOLA PRIMARIA;PDIC85200A@istruzione.it;VIA DE GASPERI 15;PADOVA;VENETO;www.icsmestrino.gov.it;11.7593554;45.4535475
36015;VIIC842005;VIEE842028;IC 1 SCHIODON A. BATTISTELLA;SCUOLA PRIMARIA -S. BENEDETTO;SCHIO;SCUOLA PRIMARIA;VIIC842005@istruzione.it;VIA COLLAREO 10;VICENZA;VENETO;www.icsbattistella.it;11.3505255;45.706558
32032;BLIC83300P;BLIC83300P;IC  FELTRE;IC  FELTRE;FELTRE;ISTITUTO COMPRENSIVO;BLIC83300P@istruzione.it;VIA        A. FUSINATO         14;BELLUNO;VENETO;Non Disponibile;11.9126606;46.0233279
32047;BLIC82500Q;BLMM82503V;IC S. STEFANO DI CADORE;SAPPADA SEC. I GRADO;SAPPADA;SCUOLA PRIMO GRADO;BLIC82500Q@istruzione.it;BORGATA MULBACH;BELLUNO;VENETO;www.icsantostefanodicadore.it;12.6907388;46.5670057
35010;PDIC859005;PDIC859005;ISTITUTO COMPRENSIVO  STATALE;ISTITUTO COMPRENSIVO  STATALE;SAN GIORGIO IN BOSCO;ISTITUTO COMPRENSIVO;PDIC859005@istruzione.it;VICOLO GIOVANNI XXIII 68;PADOVA;VENETO;Non Disponibile;11.851755;45.5156828
30027;VEIC809006;VEEE80905C;IPPOLITO NIEVO;L. DA VINCI;SAN DONA' DI PIAVE;SCUOLA PRIMARIA;VEIC809006@istruzione.it;VIA GANDHI 7;VENEZIA;VENETO;www.icnievo.gov.it;12.55604;45.63445
36060;VIIC884007;VIEE88407G;ISTITUTO COMPRENSIVO  MAROSTICA;E. DE AMICIS;MAROSTICA;SCUOLA PRIMARIA;VIIC884007@istruzione.it;VIA VAL BELLA 50;VICENZA;VENETO;www.icmarostica.gov.it;11.6459363;45.7619954
30022;VEIC80500V;VEEE805022;GUGLIELMO MARCONI;CEGGIA - COLLODI;CEGGIA;SCUOLA PRIMARIA;VEIC80500V@istruzione.it;VIA FOLEGOT 350;VENEZIA;VENETO;www.marconiceggia.gov.it;12.6457803;45.691218
35137;PDTD20000R;PDTD20000R;ITSCT EINAUDI-GRAMSCI;ITSCT EINAUDI-GRAMSCI;PADOVA;ISTITUTO TECNICO COMMERCIALE;PDTD20000R@istruzione.it;VIA DELLE PALME1;PADOVA;VENETO;www.einaudigramsci.it;11.87462;45.41587
35020;PDIC825002;PDMM825013;ISTITUTO COMPRENSIVO  LEGNARO;LEGNARO G. VERDI;LEGNARO;SCUOLA PRIMO GRADO;PDIC825002@istruzione.it;VIA ROMA 30;PADOVA;VENETO;istitutocomprensivolegnaro.it;11.8698462;45.3589155
31015;TVIS021001;TVPC021018;ISISS  DA COLLO;LIC.CLASS.DA COLLO;CONEGLIANO;LICEO CLASSICO;TVIS021001@istruzione.it;VIA G. GALILEI 6;TREVISO;VENETO;www.dacollo.gov.it;12.286672;45.877207
31100;TVIC874009;TVEE87402C;IC TREVISO 5  L.COLETTI;G. TONIOLO;TREVISO;SCUOLA PRIMARIA;TVIC874009@istruzione.it;STRADA DI S.BONA NUOVA 91;TREVISO;VENETO;www.comprensivo5colettitv.gov.it;12.2128552;45.6910076
31010;TVIC841002;TVEE841014;IC SERNAGLIA DELLA BATTAGLIA;E. DE AMICIS MORIAGO D.B.;MORIAGO DELLA BATTAGLIA;SCUOLA PRIMARIA;TVIC841002@istruzione.it;VIA MANZONI 27;TREVISO;VENETO;www.icsernaglia.gov.it;12.100391;45.867624
37010;VRIC83300P;VREE83301R;IC CAVAION;AFFI;AFFI;SCUOLA PRIMARIA;VRIC83300P@istruzione.it;VIA CHIESA 3;VERONA;VENETO;www.iccavaion.gov.it;10.777688;45.5546895
31044;TVIC883004;TVAA883044;IC  MONTEBELLUNA 1 MONTALCINI;E. MENEGON;MONTEBELLUNA;SCUOLA INFANZIA;TVIC883004@istruzione.it;VIA FORESTO;TREVISO;VENETO;www.smsmontebelluna.it;12.0325455;45.7832955
45027;ROIC809001;ROEE809035;TRECENTA;DE AMICIS EDMONDO - TRECENTA;TRECENTA;SCUOLA PRIMARIA;ROIC809001@istruzione.it;VIA E. DE AMICIS 135;ROVIGO;VENETO;WWW.ICTRECENTA.GOV.IT;11.462477;45.031636
30010;VEIC833003;VEEE833059;DANIELE  MANIN;S. PERTINI - TEMPO PIENO;CAVALLINO - TREPORTI;SCUOLA PRIMARIA;VEIC833003@istruzione.it;VIA VALLIO 5;VENEZIA;VENETO;www.icmanin.gov.it;12.4504545;45.6209961
30020;VEIC811006;VEAA811013;DON AGOSTINO TONIATTI;SAN GIORGIO MARTIRE;TEGLIO VENETO;SCUOLA INFANZIA;VEIC811006@istruzione.it;VIA IV NOVEMBRE 1;VENEZIA;VENETO;www.icstoniatti.it;12.6718388;45.5755756
35010;PDIC83600C;PDIC83600C;DI CARMIGNANO DI BRENTA;DI CARMIGNANO DI BRENTA;CARMIGNANO DI BRENTA;ISTITUTO COMPRENSIVO;PDIC83600C@istruzione.it;VIA U.FOSCOLO 1;PADOVA;VENETO;Non Disponibile;11.962441;45.4337004
31033;TVIC81500D;TVAA81501A;IC CASTELFRANCO V.TO 1;SCUOLA INFANZIA LARGO ASIAGO;CASTELFRANCO VENETO;SCUOLA INFANZIA;TVIC81500D@istruzione.it;VIA VALSUGANA;TREVISO;VENETO;iccastelfranco1.it;11.9089408;45.6783001
31038;TVIC868002;TVEE868014;I.C. C. CASTELLER;L. PRAVATO;PAESE;SCUOLA PRIMARIA;TVIC868002@istruzione.it;VIA DELLA COSTITUZIONE;TREVISO;VENETO;www.icpaese.gov.it;12.1588921;45.675607
37053;VRIC85500G;VRIC85500G;IC CEREA;IC CEREA;CEREA;ISTITUTO COMPRENSIVO;VRIC85500G@istruzione.it;VIA GANDHI 1;VERONA;VENETO;Non Disponibile;11.2128247;45.1895463
37136;VRIC88300Q;VRIC88300Q;IC VR 12 GOLOSINE;IC VR 12 GOLOSINE;VERONA;ISTITUTO COMPRENSIVO;VRIC88300Q@istruzione.it;VIA VELINO 20;VERONA;VENETO;Non Disponibile;10.95924;45.41803
36051;VIIC821004;VIEE821027;IC CREAZZO  MANZONI;CREAZZO - G. GHIROTTI;CREAZZO;SCUOLA PRIMARIA;VIIC821004@istruzione.it;VIA A. DE GASPERI 25;VICENZA;VENETO;icscreazzo.gov.it;11.4864161;45.5321478
30030;VEIC83700A;VEMM83701B;I.C. S. - G.MATTEOTTI - MAERNE;G. MATTEOTTI;MARTELLAGO;SCUOLA PRIMO GRADO;VEIC83700A@istruzione.it;VIA MANZONI 11;VENEZIA;VENETO;www.icmatteottimaerne.gov.it;12.1578341;45.5223928
30016;VERH020008;VERH020008;ELENA  CORNARO;ELENA  CORNARO;IESOLO;IST PROF PER I SERVIZI ALBERGHIERI E RISTORAZIONE;VERH020008@istruzione.it;VIALE MARTIN LUTHER KING N. 5;VENEZIA;VENETO;www.cornaro.it;12.647849;45.511963
32010;BLIC822008;BLEE82204D;IC PUOS D'ALPAGO;TAMBRE;TAMBRE;SCUOLA PRIMARIA;BLIC822008@istruzione.it;VIA CAMPEI 16;BELLUNO;VENETO;www.comprensivopuoa.it;12.421512;46.1288589
37040;VRIC89700N;VRMM89701P;IC 02 LEGNAGO;TERRAZZO;TERRAZZO;SCUOLA PRIMO GRADO;VRIC89700N@istruzione.it;VIA        BRAZZETTO           9;VERONA;VENETO;www.legnago2.gov.it;11.3970179;45.171298
36028;VIIC85300G;VIEE85302P;IC ROSSANO V.TO  G. RODARI;ROSSANO VEN. MOTTINELLO;ROSSANO VENETO;SCUOLA PRIMARIA;VIIC85300G@istruzione.it;VIA XI FEBBRAIO 38;VICENZA;VENETO;www.rodari-rossano.org;11.80441;45.68917
36040;VIIC814001;VIMM814034;IC A. PALLADIO - POIANA;G.PIOVENE - ORGIANO -;ORGIANO;SCUOLA PRIMO GRADO;VIIC814001@istruzione.it;VIA DANTE ALIGHIERI9;VICENZA;VENETO;icspojana.gov.it;11.4546548;45.4692888
30123;VEIS02400C;VEPC02401Q;M.POLO-LICEO ARTISTICO;MARCO POLO;VENEZIA;LICEO CLASSICO;VEIS02400C@istruzione.it;DORSODURO 1073;VENEZIA;VENETO;http://www.iismarcopololiceoartisticovenezia.gov.it/;12.3248032;45.432838
35030;PDIC858009;PDMM85802B;DI CERVARESE SANTA CROCE;CERVARESE-MONTEMERLO;CERVARESE SANTA CROCE;SCUOLA PRIMO GRADO;PDIC858009@istruzione.it;VIA        REPOISE;PADOVA;VENETO;www.comprensivocervarese.it;11.7135448;45.394605
30020;VEIC82200L;VEEE82201P;ANGELO RONCALLI;A. VESPUCCI-PORTEGRANDI;QUARTO D'ALTINO;SCUOLA PRIMARIA;VEIC82200L@istruzione.it;VIA TRIESTE 52;VENEZIA;VENETO;http://www.icroncalli.gov.it;12.4346599;45.55962
31015;TVIS00900A;TVTD00901L;IISS MARCO FANNO;I.T.C. CONEGLIANO (S.C. I.S. FANNO);CONEGLIANO;ISTITUTO TECNICO COMMERCIALE;TVIS00900A@istruzione.it;VIA  F. FILZI 40;TREVISO;VENETO;www.iissfanno.gov.it;12.308877;45.879612
35017;PDIC86300R;PDEE863031;DI PIOMBINO DESE;PIOMBINO-RONCHI- DON L. MILANI;PIOMBINO DESE;SCUOLA PRIMARIA;PDIC86300R@istruzione.it;VIA RONCHI SINISTRA;PADOVA;VENETO;http//www.icpiombinodese.gov.it;12.0113629;45.5936262
37060;VRIC895002;VRIC895002;IC MOZZECANE;IC MOZZECANE;MOZZECANE;ISTITUTO COMPRENSIVO;VRIC895002@istruzione.it;VIA     DANTE ALIGHIERI;VERONA;VENETO;Non Disponibile;10.9459215;45.3613043
37045;VRIC89800D;VREE89805Q;IC 01 LEGNAGO;VIGO G.RODARI;LEGNAGO;SCUOLA PRIMARIA;VRIC89800D@istruzione.it;VIA ROVIGO;VERONA;VENETO;ww.legnago1.gov.it;11.3179288;45.1701253
37058;VRIC873005;VRAA873023;IC SANGUINETTO;GINO BIASI;SANGUINETTO;SCUOLA INFANZIA;VRIC873005@istruzione.it;VIA MERITANI SEBASTIANO9;VERONA;VENETO;www.icsanguinetto.gov.it;11.1482124;45.1831541
45010;ROIC807009;ROAA807049;ISTITUTO COMPRENSIVO VILLADOSE;CEREGNANO;CEREGNANO;SCUOLA INFANZIA;ROIC807009@istruzione.it;VIA MARCONI 1;ROVIGO;VENETO;www.icvilladose.gov.it;11.99995;45.1386899
30020;VEIC82900B;VEEE82904L;EDMONDO DE AMICIS;G. ANCILLOTTO;ERACLEA;SCUOLA PRIMARIA;VEIC82900B@istruzione.it;VIA ALDO MORO N. 1;VENEZIA;VENETO;www.deamicis-eraclea.it;12.4578;45.62338
36012;VIIS006006;VIPS00601L;IIS  MARIO RIGONI STERN ;L.S  G. PERTILE    ASIAGO;ASIAGO;LICEO SCIENTIFICO;VIIS006006@istruzione.it;V.MATTEOTTI 155;VICENZA;VENETO;www.istitutosuperioreasiago.it;11.51243;45.87106
36060;VIIC80700T;VIEE807021;IC MUSSOLENTE  GIARDINO;MUSSOLENTE - CASONI;MUSSOLENTE;SCUOLA PRIMARIA;VIIC80700T@istruzione.it;VIA FRANCESCO BARACCA 2;VICENZA;VENETO;www.icmussolente.it;11.76974;45.77696
31044;TVIS00300B;TVIS00300B;IS LEVI;IS LEVI;MONTEBELLUNA;ISTITUTO SUPERIORE;TVIS00300B@istruzione.it;VIA SANSOVINO 6/A;TREVISO;VENETO;Non Disponibile;12.046523;45.772202
36075;VIIS007002;VITD007018;IS S. CECCATO MONTECCHIO M.;ITC   SILVIO CECCATO;MONTECCHIO MAGGIORE;ISTITUTO TECNICO COMMERCIALE;VIIS007002@istruzione.it;PIAZZALE  COLLODI    7;VICENZA;VENETO;www.silvioceccato.gov.it;11.43316;45.490155
30024;VEIC82600X;VEEE826012;ENRICO TOTI;TITO ACERBO;MUSILE DI PIAVE;SCUOLA PRIMARIA;VEIC82600X@istruzione.it;VIA BOSCO 13;VENEZIA;VENETO;www.ictoti.gov.it;12.5195879;45.6312612
30026;VEIC859007;VEMM859018;I.C.PORTOGRUARO 2 D.BERTOLINI;DARIO BERTOLINI;PORTOGRUARO;SCUOLA PRIMO GRADO;VEIC859007@istruzione.it;VIA LIGURIA N. 32;VENEZIA;VENETO;www.icportogruaro2.it;12.846873;45.771902
32100;BLIS01200T;BLIS01200T;T. CATULLO;T. CATULLO;BELLUNO;ISTITUTO SUPERIORE;BLIS01200T@istruzione.it;VIA GARIBALDI 10;BELLUNO;VENETO;Non Disponibile;12.2130998;46.1393277
31100;TVTD09000L;TVTD09000L;ITC RICCATI-LUZZATTI;ITC RICCATI-LUZZATTI;TREVISO;ISTITUTO TECNICO COMMERCIALE;TVTD09000L@istruzione.it;PIAZZA DELLA VITTORIA 3/4;TREVISO;VENETO;www.riccati-luzzatti.it;12.24242;45.66322
36100;VIIC868009;VIMM86801A;IC VICENZA 7 - VIALE  FIUME;SMS VIA MAINARDI VICENZA;VICENZA;SCUOLA PRIMO GRADO;VIIC868009@istruzione.it;VIA  GIORGIO MAINARDI 14;VICENZA;VENETO;www.ic7vicenza.it;11.57379;45.56928
36024;VIIC834006;VIEE83407E;IC LONGARE BIZIO;PICCOLI ANGELI - NANTO;NANTO;SCUOLA PRIMARIA;VIIC834006@istruzione.it;VIA DELL'ARTIGIANATO;VICENZA;VENETO;icbiziolongare.it;11.5856805;45.4182322
36025;VIIS00400E;VIIS00400E;IS   U. MASOTTO;IS   U. MASOTTO;NOVENTA VICENTINA;ISTITUTO SUPERIORE;VIIS00400E@istruzione.it;VIA  VERONESE 3;VICENZA;VENETO;Non Disponibile;11.4184622;45.499766
35010;PDIC84200Q;PDEE842052;DI CURTAROLO E CAMPO S.MARTINO;CAMPO S.MARTINO-BUSIAGO;CAMPO SAN MARTINO;SCUOLA PRIMARIA;PDIC84200Q@istruzione.it;VIA S.LORENZO 83;PADOVA;VENETO;www.traibanchi.gov.it;11.8339346;45.5638613
35012;PDIS01400Q;PDPC014013;IIS I.NEWTON-CAMPOSAMPIERO;L.L. (S.A.NEWTON-CSP);CAMPOSAMPIERO;LICEO CLASSICO;PDIS01400Q@istruzione.it;VIA PUCCINI N.27;PADOVA;VENETO;www.iis-newton.it;11.9339317;45.5637361
31050;TVIC833003;TVIC833003;IC PONZANO VENETO;IC PONZANO VENETO;PONZANO VENETO;ISTITUTO COMPRENSIVO;TVIC833003@istruzione.it;VIA CICOGNA 16/A;TREVISO;VENETO;Non Disponibile;12.2064362;45.7176979
31050;TVIC820001;TVEE820046;IC VEDELAGO;GIANNI RODARI;VEDELAGO;SCUOLA PRIMARIA;TVIC820001@istruzione.it;VIA POLA 19;TREVISO;VENETO;www.icvedelago.gov.it;12.0093901;45.7215025
37020;VRIC849008;VRAA849015;IC DOLCE' PERI;DOLCE' G. A. RUZZENENTI;DOLCE';SCUOLA INFANZIA;VRIC849008@istruzione.it;VIA ZANTEDESCHI;VERONA;VENETO;www.icperi.gov.it;10.8521657;45.6000798
30174;VEIC847001;VEIC847001;CRISTOFORO  COLOMBO;CRISTOFORO  COLOMBO;VENEZIA;ISTITUTO COMPRENSIVO;VEIC847001@istruzione.it;VIA  BOSSO N. 28;VENEZIA;VENETO;Non Disponibile;12.1988276;45.4818887
37122;VRPC03000N;VRPC03000N;LICEO EDUCANDATO AGLI ANGELI;LICEO EDUCANDATO AGLI ANGELI;VERONA;LICEO CLASSICO;VRPC03000N@istruzione.it;VIA C. BATTISTI 8;VERONA;VENETO;www.educandatoangeli.gov.it;10.9913559;45.4344033
37122;VRPS04000B;VRPS04000B;A. MESSEDAGLIA;A. MESSEDAGLIA;VERONA;LICEO SCIENTIFICO;VRPS04000B@istruzione.it;VIA DON G. BERTONI 3/B;VERONA;VENETO;www.messedagliavr.it;10.9942105;45.4342244
36051;VIIC821004;VIEE821016;IC CREAZZO  MANZONI;CREAZZO - S.G. BOSCO;CREAZZO;SCUOLA PRIMARIA;VIIC821004@istruzione.it;VIA IV NOVEMBRE 6;VICENZA;VENETO;icscreazzo.gov.it;11.4723774;45.5355062
37060;VRIC857007;VRMM857029;IC NOGARA;SORGA';SORGA';SCUOLA PRIMO GRADO;VRIC857007@istruzione.it;PIAZZA     MURARI BRA'         1;VERONA;VENETO;www.icnogara.gov.it;10.98029;45.21214
